id,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id
336,Gove Hospital,80 Matthew Flinders Way,Nhulunbuy,NT,880,08 8987 0211,-12.18602,136.777874,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30335
337,Gower Wilson Multi Purpose Service,Lagoon Road,Lord Howe Island,NSW,2898,02 6563 2000,-31.535603,159.071307,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30336
338,Grafton Base Hospital,174 Arthur Street,Grafton,NSW,2460,02 6640 2222,-29.674807,152.941274,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30337
339,Graylands Selby-Lemnos and Special Care Health Service,Brockway Road,Mount Claremont,WA,6010,08 9347 6600,-31.961447,115.790855,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30338
340,Greenslopes Day Surgery,687 Logan Road,Greenslopes,Qld,4120,1800 802 562,-27.510139,153.052889,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30339
341,Greenslopes Private Hospital,Newdegate Street,Greenslopes,Qld,4120,07 3394 7111,-27.513052,153.046942,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30340
342,Greenwich Hospital,97-115 River Road,Greenwich,NSW,2065,02 9903 8333,-33.827329,151.183376,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30341
343,Grenfell Multi Purpose Service,80-96 Cowra Road,Grenfell,NSW,2810,02 6349 1700,-33.894286,148.167843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30342
344,Griffith Hospital,1 Noorebar Avenue,Griffith,NSW,2680,02 6969 5555,-34.282121,146.043774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30343
345,Griffith Rehabilitation Hospital,13 Dunrobin Road,Hove,SA,5048,08 8298 4299,-35.010285,138.523859,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344
346,Gulargambone Multi Purpose Service,47 Bourbah Street,Gulargambone,NSW,2828,02 6827 4200,-31.329812,148.469216,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30345
347,Gulgong Multi Purpose Service,34 Goolma Road,Gulgong,NSW,2852,02 6374 3400,-32.366871,149.521893,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30346
348,Gumeracha District Soldiers' Memorial Hospital,2 Albert Street,Gumeracha,SA,5233,08 8209 9200,-34.826269,138.881575,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30347
349,Gundagai Hospital,50 Tor Street,Gundagai,NSW,2722,02 6940 6300,-35.051394,148.101764,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30348
350,Gunnedah Hospital,2 Marquis Street,Gunnedah,NSW,2380,02 6741 8000,-30.983146,150.251339,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30349
351,Guyra Multi Purpose Service,44-48 Sole Street,Guyra,NSW,2365,02 6738 4000,-30.213889,151.679112,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30350
352,Gympie Hospital,12 Henry Street,Gympie,Qld,4570,07 5489 8444,-26.184353,152.658258,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30351
353,Gympie Private Hospital,78-82 Channon Street,Gympie,Qld,4570,07 5483 0500,-26.184392,152.664191,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30352
354,Halls Creek Hospital,70 Roberta Avenue,Halls Creek,WA,6770,08 9168 9222,-18.226008,127.666046,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30353
355,Hampstead Rehabilitation Centre,207-255 Hampstead Road,Northfield,SA,5085,08 8222 1600,-34.860704,138.620381,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30354
356,Harvey Hospital,42 Hayward Street,Harvey,WA,6220,08 9782 2222,-33.077554,115.896749,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30355
357,Hawker Memorial Hospital,Cradock Road,Hawker,SA,5434,08 8648 4007,-31.893389,138.427841,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30356
358,Hawkesbury Hospital,2 Day Street,Windsor,NSW,2756,02 4560 5555,-33.610712,150.820804,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30357
359,Hay Hospital,351 Murray Street,Hay,NSW,2711,02 6990 8700,-34.500349,144.851433,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30358
360,Healesville Hospital and Yarra Valley Health,377 Maroondah Highway,Healesville,Vic,3777,03 5962 4300,-37.646879,145.529032,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30359
361,Healthscope Independence Services,13 Corporate Drive,Moorabbin,Vic,3189,03 8551 8888,-37.947818,145.081172,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30360
362,HealthWest (West Coast District Hospital at Queenstown),Orr Street,Queenstown,Tas,7467,03 6471 3300,-42.081122,145.558303,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30361
363,Heathcote Health,39 Hospital Street,Heathcote,Vic,3523,03 5431 0900,-36.925786,144.709499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30362
364,Hedland Health Campus,34 Colebatch Way,South Hedland,WA,6722,08 9174 1410,-20.413541,118.598178,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30363
365,Heidelberg Endoscopy & Day Surgery Centre,177-179 Northern Road,Heidelberg Heights,Vic,3081,03 9458 2200,-37.730589,145.060271,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30364
366,Heidelberg Repatriation Hospital [Heidelberg West],300 Waterdale Road,Heidelberg West,Vic,3081,03 9496 5000,-37.755973,145.04749,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30365
367,Henty Multi Purpose Service,7 Keighran Street,Henty,NSW,2658,02 6929 4999,-35.515801,147.031847,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30366
368,Herberton Hospital,23 Grace Street,Herberton,Qld,4887,07 4096 1000,-17.379371,145.38175,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30367
369,Hervey Bay Hospital,Corner of Nissen and Uraween Roads,Pialba,Qld,4655,07 4120 6666,-25.298697,152.820639,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30368
370,Hervey Bay Surgical Hospital,146-150 Boat Harbour Drive,Pialba,Qld,4655,07 4194 4000,-25.287202,152.834651,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30369
371,Hesse Rural Health Service [Winchelsea],8 Gosney Street,Winchelsea,Vic,3241,03 5267 1200,-38.243369,143.985357,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30370
372,Heywood Rural Health,21 Barclay Street,Heywood,Vic,3304,03 5527 0555,-38.137788,141.624256,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30371
373,Hillcrest Rockhampton Private Hospital,4 Talford Street,Rockhampton,Qld,4700,07 4932 1321,-23.377595,150.496076,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30372
374,Hillston Hospital,48C Burns Street,Hillston,NSW,2675,02 6961 7200,-33.478793,145.539032,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30373
375,Hobart Private Hospital,Argyle Street,Hobart,Tas,7000,03 6214 3000,-42.880752,147.329886,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30374
376,Hobsons Bay Endoscopy Centre Altona,Corner of Queen and Sargood Streets,Altona,Vic,3018,03 9398 8800,-37.869448,144.828494,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30375
377,Hobsons Bay Endoscopy Centre Sydenham,566 Melton Highway,Sydenham,Vic,3037,03 8361 6400,-37.693365,144.758677,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30376
378,Hobsons Bay Endoscopy Centre Werribee,179 Princes Highway,Werribee,Vic,3030,03 9731 8000,-37.890649,144.686494,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30377
379,Holbrook Hospital,Bowler Street,Holbrook,NSW,2644,02 6036 2522,-35.723991,147.320276,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30378
380,Hollywood Private Hospital,Monash Avenue,Nedlands,WA,6009,08 9346 6000,-31.969693,115.809148,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30379
381,Holmesglen Private Hospital,490 South Road,Moorabbin,Vic,3189,03 9567 9000,-37.935738,145.050581,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30380
382,Holy Spirit Northside Private Hospital,627 Rode Road,Chermside,Qld,4032,07 3326 3000,-27.390688,153.022728,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30381
383,Home Hill Hospital,Tenth Avenue,Home Hill,Qld,4806,07 4790 5700,-19.661764,147.416759,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30382
384,Hopewell Hospice,88 Allied Drive,Arundel,Qld,4214,07 5563 2930,-27.938981,153.380619,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383
385,Hornsby Ku-ring-gai Hospital,36-76 Palmerston Road,Hornsby,NSW,2077,02 9477 9123,-33.701448,151.112941,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30384
386,Hughenden Hospital,14 Richmond Hill Drive,Hughenden,Qld,4821,07 4741 2800,-20.8424,144.1892,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30385
387,Hunter New England Mater Mental Health Service,Edith Street,Waratah,NSW,2298,02 4033 5000,-32.897873,151.720669,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30386
388,Hunter Valley Private Hospital,20 Mawson Street,Shortland,NSW,2307,02 4944 3744,-32.883085,151.695054,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30387
389,Hunters Hill Private Hospital,9 Mount Street,Hunters Hill,NSW,2110,02 8876 9300,-33.835273,151.150172,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30388
390,Huon Eldercare,3278 Huon Highway,Franklin,Tas,7113,03 6264 7100,-43.080869,147.016382,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30389
391,Hurstville Private,37 Gloucester Road,Hurstville,NSW,2220,02 9579 7777,-33.962333,151.095989,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30390
392,Illawarra Mental Health Services,,,NSW,2500,,-34.42623,150.891252,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30391
393,Ingham Hospital,2-16 Mcilwraith Street,Ingham,Qld,4850,07 4720 3000,-18.652293,146.164222,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30392
394,Inglewood & District Health Service,3 Hospital Street,Inglewood,Vic,3517,03 5431 7000,-36.572147,143.873755,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30393
395,Inglewood Hospital,Cunningham Highway,Inglewood,Qld,4387,07 4652 0888,-28.417647,151.061856,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30394
396,Injune Hospital,Fifth Avenue,Injune,Qld,4454,07 4626 1188,-25.847096,148.562471,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30395
397,Innisfail Hospital,87 Rankin Street,Innisfail,Qld,4860,07 4016 1411,-17.518939,146.030049,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30396
398,Inverell Hospital,41 Swanbrook Road,Inverell,NSW,2360,02 6721 9500,-29.770728,151.130139,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30397
399,Ipswich Day Hospital,10 Churchill Street,Ipswich,Qld,4305,07 3282 8800,-27.6184,152.7608,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30398
400,Ipswich Hospital,Chelmsford Avenue,Ipswich,Qld,4305,07 3810 1111,-27.619465,152.759313,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30399
401,Ivanhoe Hospital,11 Columbus Street,Ivanhoe,NSW,2878,02 6990 2200,-32.898193,144.298904,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400
402,Jamestown Hospital and Health Service,South Terrace,Jamestown,SA,5491,08 8664 1406,-33.212265,138.616249,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30401
403,Jandowae Hospital,13 Dalby Street,Jandowae,Qld,4410,07 4668 4555,-26.781016,151.105313,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30402
404,Jerilderie Multi Purpose Service,33-39 Southey Street,Jerilderie,NSW,2716,03 5886 1300,-35.356628,145.720596,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30403
405,Jessie McPherson Private Hospital,246 Clayton Road,Clayton,Vic,3168,03 9594 2776,-37.9201,145.1225,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30404
406,John Fawkner Private Hospital,275 Moreland Road,Coburg,Vic,3058,03 9385 2500,-37.754369,144.958398,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30405
407,John Flynn Private Hospital,42 Inland Drive,Tugun,Qld,4224,07 5598 9000,-28.153911,153.488616,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30406
408,John Hunter Hospital,Lookout Road,New Lambton,NSW,2305,02 4921 3000,-32.922177,151.692438,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30407
409,Jolimont Endoscopy,19/201 Wellington Parade Sth,East Melbourne,Vic,3002,03 9654 8033,-37.816762,144.978596,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30408
410,Joondalup Health Campus (Private),Corner of Grand Boulevard and Shenton Avenue,Joondalup,WA,6027,08 9400 9400,-31.738788,115.77034,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30409
411,Joondalup Health Campus (Public),Shenton Avenue,Joondalup,WA,6027,08 9400 9030,-31.738788,115.771737,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30410
412,Joyce Palmer Health Service,Beach Road,Palm Island,Qld,4816,07 4752 5100,-18.732733,146.578731,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30411
413,Julia Creek Hospital,1 Burke Street,Julia Creek,Qld,4823,07 4746 4000,-20.656096,141.749875,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30412
414,Junee Multi Purpose Service,67 Broadway Street,Junee,NSW,2663,02 6924 8200,-34.866914,147.581314,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30413
415,Justice Health Services,1300 Anzac Parade,Malabar,NSW,2036,02 9700 3000,-33.96907,151.243206,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30414
416,Kahlyn Day Centre,40 Briant Road,Magill,SA,5072,08 8331 0811,-34.916913,138.669951,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30415
417,Kalamunda Hospital,Elizabeth Street,Kalamunda,WA,6076,08 9257 8100,-31.966471,116.060267,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30416
418,Kalbarri Health Centre,Kaiber Street,Kalbarri,WA,6536,08 9937 0100,-27.712843,114.161574,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30417
419,Kalgoorlie Hospital,Piccadilly Street,Kalgoorlie,WA,6430,08 9080 5888,-30.740839,121.470122,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30418
420,Kangaroo Island Health Service,3 to 7 The Esplanade,Kingscote,SA,5223,08 8553 4200,-35.652693,137.641289,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30419
421,Kapunda Hospital,26 Nash Street,Kapunda,SA,5373,08 8566 2007,-34.330289,138.921679,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30420
422,Kareena Private Hospital,86 Kareena Road,Caringbah,NSW,2229,02 9717 0000,-34.034986,151.114186,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30421
423,Karitane Mothercraft Society,Corner of The Horsley Drive and Mitchell Street,Carramar,NSW,2163,02 9794 2300,-33.879777,150.965763,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30422
