_,id,name,address,city,state,zip,country,phone,type,ownership,emergency,quality,LAT,LON
997,997,Wongan Hills Hospital,Ackland Street,Wongan Hills,WA,6603,Australia,08 9691 1222,Public,,No,,-30.894159,116.724843
998,998,Woorabinda Hospital,1 Munns Drive,Woorabinda,Qld,4702,Australia,07 4913 2800,Public,,No,,-24.131492,149.455983
999,999,Woy Woy Hospital,7 Kathleen Street,Woy Woy,NSW,2256,Australia,02 4344 8444,Public,,No,,-33.496716,151.320952
1000,1000,Wudinna Hospital,16-24 Richards Avenue,Wudinna,SA,5652,Australia,08 8680 2254,Public,,No,,-33.050274,135.466983
1001,1001,Wyalkatchem-Koorda and Districts Hospital,Honour Avenue,Wyalkatchem,WA,6485,Australia,08 9692 1222,Public,,No,,-31.176246,117.386212
1002,1002,Wyalong Hospital,70 Ungarie Road,West Wyalong,NSW,2671,Australia,02 6979 0000,Public,,Yes,,-33.916373,147.196483
1003,1003,Wyndham Hospital,Minderoo Street,Wyndham,WA,6740,Australia,08 9161 0222,Public,,No,,-15.477793,128.127772
1004,1004,Wyong Hospital,664 Pacific Highway,Hamlyn Terrace,NSW,2259,Australia,02 4394 8000,Public,,Yes,,-33.261113,151.480761
1005,1005,Yarra Ranges Health,25 Market Street,Lilydale,Vic,3140,Australia,1300 342 255,Public,,No,,-37.756319,145.351204
1006,1006,Yarram & District Health Service,85-91 Commercial Road,Yarram,Vic,3971,Australia,03 5182 0222,Public,,No,,-38.556975,146.678316
1007,1007,Yarrawonga District Health Service,33 Piper Street,Yarrawonga,Vic,3730,Australia,03 5743 8111,Public,,No,,-36.011547,146.006584
1008,1008,Yass Hospital,145-147 Meehan Street,Yass,NSW,2582,Australia,02 6220 2000,Public,,Yes,,-34.844072,148.906427
1009,1009,Yea & District Memorial Hospital,45 Station Street,Yea,Vic,3717,Australia,03 5736 0400,Public,,No,,-37.213634,145.430724
1010,1010,York Hospital,Trews Road,York,WA,6302,Australia,08 9641 0200,Public,,No,,-31.894392,116.757416
1011,1011,Young Hospital,68 Allanan Street,Young,NSW,2594,Australia,02 6382 8888,Public,,Yes,,-34.320383,148.288457
